Tue Jan 30 13:07:21 +0000 2024,1.75E+18,"Setuju dgn pak @mohmahfudmd jgn sampe regulasi yang dibuat hanya menguntungkan para pemain dan merugikan yg lain tolak pasal tembakau di RPP UU Kesehatan   @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/UIzG3Smiso",0,0,0,0,in,1.60E+18,1.75E+18,01Kingkings,https://twitter.com/01Kingkings/status/1752317574958977505
Tue Jan 30 13:04:37 +0000 2024,1.75E+18,"krn RPP UU Kesehatan ini memberi dampak negatif bgt ya apalagi buat rakyat kecil, sehrsnya pemerintah bisa kasih solusi terbaik terkait dampak yg diberikan ini #TolakPasalTembakauRPPKesehatan @Kemenperin @KemnakerRI @Kemenkes_RI  https://t.co/tREZcoBO0Y",0,0,0,0,in,1.60E+18,1.75E+18,etbcail,https://twitter.com/etbcail/status/1752316887328023012
Tue Jan 30 13:04:31 +0000 2024,1.75E+18,"Setuju pak @mohmahfudmd buat aturan jgn semena2 dong sampe merugikan masyarakat adat, pasal tembakau di RPP UU Kesehatan harus banget ditinjau ulang karna merugikan banyak pihak @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/5pkr9FIYDP",0,0,0,0,in,1.65E+18,1.75E+18,rayyanka321,https://twitter.com/rayyanka321/status/1752316865731510506
Tue Jan 30 13:02:09 +0000 2024,1.75E+18,"Udah usulannya menolak pasal tembakau di RPP UU Kesehatan belum ketemu solusi, usaha buat menggantung nasih juga gak pasti 😭
#TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Kemenkes_RI https://t.co/lygBcaYekY",0,0,0,0,in,1.71E+18,1.75E+18,SeanovicSean,https://twitter.com/SeanovicSean/status/1752316268676542537
Tue Jan 30 13:02:04 +0000 2024,1.75E+18,"Pak @mohmahfudmd aja gak setuju dengan pasal tembakau di RPP UU Kesehatan @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/fqtc9KaCjM",0,0,0,0,in,1.73E+18,1.75E+18,eggrebus88575,https://twitter.com/eggrebus88575/status/1752316245754741091
Tue Jan 30 13:01:28 +0000 2024,1.75E+18,"udh parah ya kalau RPP UU Kesehatan ini disahkan, makanya nolak bgt deh soal pengesahan UU ini, bikin rugi sih #TolakPasalTembakauRPPKesehatan @Kemenperin @KemnakerRI @Kemenkes_RI  https://t.co/jKMOB3mqRI",0,0,0,0,in,1.64E+18,1.75E+18,doneflub,https://twitter.com/doneflub/status/1752316096265531433
Tue Jan 30 13:00:24 +0000 2024,1.75E+18,"Nah denger tuh kata pak @mohmahfudmd aja nyuruh buat ditinjau kembali emang paling bener udah tolak pasal tembakau di RPP UU Kesehatan @Jokowi @Kemenkes_RI
 #TolakPasalTembakauRPPKesehatan https://t.co/APnSxVEv8x",0,0,0,0,in,1.26E+18,1.75E+18,hilstorya,https://twitter.com/hilstorya/status/1752315827632980464
Tue Jan 30 12:59:17 +0000 2024,1.75E+18,"pemerintah hrsnya kasih solusi sih, rakyat kecil yg usaha aja sampe kena kalau RPP UU Kesehatan ini disahkan #TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Kemenkes_RI  https://t.co/acxvqjchDv",0,0,0,0,in,484519055,1.75E+18,dolmareo,https://twitter.com/dolmareo/status/1752315545977057704
Tue Jan 30 12:58:44 +0000 2024,1.75E+18,"kalau yang dirugiin dari kalangan atas, mereka masih punya cara lain buat bertahan hidup, lha kalau rakyat kecil yang menolak pasal tembakau di RPP UU Kesehatan gini nasibnya gimana? 
#TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Kemenkes_RI https://t.co/ps7UwrIoqq",0,0,0,0,in,1.61E+18,1.75E+18,bamanah2018,https://twitter.com/bamanah2018/status/1752315406927454708
Tue Jan 30 12:57:34 +0000 2024,1.75E+18,"ah bahkan pkl juga kena lho gara-gara RPP UU Kesehatan ini, bukan cuma merugikan usaha mereka, bisa merugikan negara juag #TolakPasalTembakauRPPKesehatan @Kemenperin @KemnakerRI @Kemenkes_RI https://t.co/yxpjrHs5I3",0,0,0,0,in,1.57E+18,1.75E+18,icarusta,https://twitter.com/icarusta/status/1752315116991979623
Tue Jan 30 12:08:36 +0000 2024,1.75E+18,@marlina_idha @aniesbaswedan UU kesehatan yang disebut UU Kesesatan mau diapakan pak??,0,0,0,0,in,1.54E+18,1.75E+18,TheDent10558027,https://twitter.com/TheDent10558027/status/1752302794160406858
Tue Jan 30 06:31:16 +0000 2024,1.75E+18,"LinkAja Indonesia · Ingat ya Sobat LinkAja, selalu lindungi data pribadimu seperti data lengkap diri dan keluarga, data kesehatan, keuangan, biometrik, dll. Pahami juga hak atas data pribadi yang terlindung oleh UU No.27 tahun 2022 tentang Perlindungan Data Pribadi. https://t.co/110D9l4Cnv",0,0,0,1,in,1.59E+18,1.75E+18,JimyTubalawony,https://twitter.com/JimyTubalawony/status/1752217900587556974
Tue Jan 30 04:29:05 +0000 2024,1.75E+18,"@aritj @mohmahfudmd itulah pertanyaan kepada para pembuat UU = DPR. Saat ini tidak ada syarat kesehatan untuk nikah dalam UU, artinya syarat kesehatan manapun melanggar konstitusi. Dan konstitusi adalah dasar negara, pendapat soal manfaat terhadap sesuatu tidak berarti.",0,2,0,1,in,1.61E+18,1.75E+18,TedInvestigasi,https://twitter.com/TedInvestigasi/status/1752187151943704771
Tue Jan 30 00:00:52 +0000 2024,1.75E+18,"@Boankrsn @meguru_meruru @UGM_FESS Tapi diliat dari kondisi kesehatan pak Prabowo, bisa jadi Gibran yg akhirnya nyetir pak Prabowo, apalagi rencana UU dkj yg bentar lagi disahkan.",0,1,0,0,in,277300234,1.75E+18,HillmanAdli,https://twitter.com/HillmanAdli/status/1752119650954137951
Mon Jan 29 13:37:18 +0000 2024,1.75E+18,"sewa rahim itu HARAM. kl kalian muslim, maka HARAMNYA MUTLAK. dijelaskan dlm ps 127 UU No 36/2009 ttg Kesehatan, menyebutkan bhw sewa menyewa/penitipan rahim, scr hukum tdk dpt dilakukan di Indonesia. krn rentan eksploitasi.  jd kesimpulannya 2, poligami atau adopsi, sila pilih.",0,0,0,0,in,7.46E+17,1.75E+18,coldestwhiskey,https://twitter.com/coldestwhiskey/status/1751962725247496702
Mon Jan 29 12:36:35 +0000 2024,1.75E+18,MK menggelar sidang lanjutan Perkara Nomor 130/PUU-XXI/2023 tentang pengujian formil UU Kesehatan pada Senin (29/01/2024). Permohonan diajukan oleh Sekretariat Bersama (Sekber) Organisasi Profesi Kesehatan. Agenda sidang hari ini yakni mendengar keterangan dua orang saksi (1/3) https://t.co/a9jDzE4163,0,4,1,5,in,517105241,1.75E+18,officialMKRI,https://twitter.com/officialMKRI/status/1751947445658177714
Mon Jan 29 12:12:11 +0000 2024,1.75E+18,Beberapa contoh kebijakan pengendalian konsumsi rokok yang memiliki potensi intervensi oleh industri rokok adalah batalnya Indonesia meratifikasi Framework Convention on Tobacco Control di tahun 2003. Serta kasus pasal mengenai zat adiktif yang hilang di UU Kesehatan 2009,0,1,0,0,in,1.40E+18,1.75E+18,iyctc_id,https://twitter.com/iyctc_id/status/1751941307763933617
Mon Jan 29 11:41:42 +0000 2024,1.75E+18,@nabastalaina Thank uu!! Kakak juga jaga kesehatan yah~,0,1,0,1,in,1.74E+18,1.75E+18,haryskavuv,https://twitter.com/haryskavuv/status/1751933632619647266
Mon Jan 29 11:40:19 +0000 2024,1.75E+18,"@junoaggy izin nambahin ya. surogasi sudah dilarang pelaksanaannya per 2023 melalui uu kesehatan terbaru. metode fertilisasi buatan yang dilarang adalah metode selain bayi tabung. tapi regulasi khususnya memang belum ada, jadi masih ada banyak celahnya juga😞",4,0,9,82,in,1.10E+18,1.75E+18,saurcandy,https://twitter.com/saurcandy/status/1751933285696151919
Mon Jan 29 11:25:22 +0000 2024,1.75E+18,"@emptyTia thank uu, ini udah agak mendingan sie,,, kamu jaga kesehatan juga yh😔✊",0,1,0,1,in,1.29E+18,1.75E+18,nanananxyy,https://twitter.com/nanananxyy/status/1751929524827357286
Mon Jan 29 11:13:41 +0000 2024,1.75E+18,"@DrEvaChaniago kl saya pribadi dok, jika seandainya yg masuk putaran 02 dan 03, smbik menunggu hasil ulama aja..menurut saya politik itu dinamis, yg saya tekankan utk keluarga,skrng cari caleg dri partai yg msh konsisten memperjuangkan nasib rakyat.ntah uu kesehatan, omnibus law, ikn dll",0,0,0,1,in,1.68E+18,1.75E+18,ArdiantWir47535,https://twitter.com/ArdiantWir47535/status/1751926585702412538
Mon Jan 29 11:11:56 +0000 2024,1.75E+18,Keinginan Pemohon agar instansi tempat melamar pekerjaan untuk mengungkap daftar nama yang dikombinasikan dengan kualifikasi minimal terkait kesehatan sebagaimana dalam posita Pemohon akan mengarah pada pelanggaran terhadap ketentuan UU Perlindungan Data Pribadi (UU PDP). (1/3) https://t.co/TrVkywMPYA,0,2,2,5,in,517105241,1.75E+18,officialMKRI,https://twitter.com/officialMKRI/status/1751926142477471793
Mon Jan 29 10:35:47 +0000 2024,1.75E+18,"setuju @mohmahfudmd emang betul, karna dampaknya banyak banget kami menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan @Jokowi @Kemenkes_RI https://t.co/BF1GaB3ZdE",0,0,0,0,in,9.30E+17,1.75E+18,manasaja_,https://twitter.com/manasaja_/status/1751917047079215600
Mon Jan 29 10:26:16 +0000 2024,1.75E+18,"@CutSarina5 Partai PKS pargai yg lurus yg selalu tetap konsisten, membawa keadilan , sll oposisi dgn kebijkn2 yg ga pro rakyat,Uu ciptaker dia tolak, uu kesehatan dia tolak, byk skli krn yg oposisi  cuma dia doang mau g mau selalu kalah",0,0,0,2,in,2917886719,1.75E+18,RTertindas,https://twitter.com/RTertindas/status/1751914652689465565
Mon Jan 29 10:13:28 +0000 2024,1.75E+18,"5 dari 6 Alasan saya tidak lagi mendukung Pak Prabowo di Pilpres 2024, baik untuk Putaran Pertama maupun Putaran kedua  Alasan ke 6 saya tidak akan mendukung Paslon yg akan melanjutkan UU Kesehatan Omnibuslaw yg berpotensi membahayakan keselamatan pasien dan kedaulatan negara  14… https://t.co/bHK0jhvMFD",49,91,1442,3020,in,1355632532,1.75E+18,DrEvaChaniago,https://twitter.com/DrEvaChaniago/status/1751911428951265768
Mon Jan 29 10:10:36 +0000 2024,1.75E+18,Penelitian ini berfokus pada reformasi jaminan kesehatan sosial yang mencakup pembentukan Sistem Jaminan Sosial Nasional (UU Jaminan Sosial Nasional) hingga penerapan Jaminan Kesehatan Nasional (JKN). https://t.co/8eIhssomPE,0,1,0,1,in,942851575,1.75E+18,SMERUInstitute,https://twitter.com/SMERUInstitute/status/1751910707480969514
Mon Jan 29 10:06:34 +0000 2024,1.75E+18,"sudah jelas loh banyak yg menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan
terus penerimaan negara juga bakal berkurang banyak loh, apapun resikonya jgn ditumpahkan ke rakyat kecil dong @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/PiyusXMTw1",0,0,0,0,in,1.68E+18,1.75E+18,cenairuru,https://twitter.com/cenairuru/status/1751909694783062347
Mon Jan 29 10:03:59 +0000 2024,1.75E+18,"ini loh udah sampe januari 2024 selesai,  namun persoalan menolak pasal tembakau di RPP UU Kesehatan
 belum nemu titik terang  loh, sia sia banget 52T #TolakPasalTembakauRPPKesehatan @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/0ZeABXZxhw",0,0,0,0,in,1.72E+18,1.75E+18,alfiannhere,https://twitter.com/alfiannhere/status/1751909043114025155
Mon Jan 29 10:01:53 +0000 2024,1.75E+18,"harusnya ditinjau lagi soalnya dari petani sampai pedagang dirugikan dengan adanya peraturan ini. sudah seharusnya kita menolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/Chc8BYykL3",0,0,0,0,in,1.66E+18,1.75E+18,thewalfin,https://twitter.com/thewalfin/status/1751908515260846521
Mon Jan 29 10:00:01 +0000 2024,1.75E+18,"Dampaknya gak main-main sih ini bisa merugikan negara loh, Tolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/E8h5sWyEHv",0,0,0,0,in,1.26E+18,1.75E+18,hilstorya,https://twitter.com/hilstorya/status/1751908043716256154
Mon Jan 29 09:58:41 +0000 2024,1.75E+18,"Sekarang yg udah terkena kerugian krn aturan ini para pedagang dan petani bisa aja besok negara yg rugi, sudah seharusnya kita menolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/D7FQsLuW1V",0,0,0,0,in,1.73E+18,1.75E+18,eggrebus88575,https://twitter.com/eggrebus88575/status/1751907708205478198
Mon Jan 29 09:57:48 +0000 2024,1.75E+18,"Mulai dari petani sampai pedagang dirugikan dengan adanya peraturan ini sudah seharusnya kita menolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/HQPU3IVTXf",0,0,0,0,in,1.73E+18,1.75E+18,beningsyr,https://twitter.com/beningsyr/status/1751907485957628054
Mon Jan 29 09:56:49 +0000 2024,1.75E+18,"Bahaya banget gak sih klo buat aturan tapi merugikan negara  tolak aja deh pasal tembakau di RPP UU Kesehatan @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/mgKe6kBLKo",0,0,0,0,in,1.74E+18,1.75E+18,chickywn,https://twitter.com/chickywn/status/1751907239227756661
Mon Jan 29 09:56:39 +0000 2024,1.75E+18,"@kazuakiouji Kalo membedakan jualbeli organ dengan transplantasi organ iya ok lah setuju. Tapi kalo surogasi diperhalus jadi jasa gestasi udah jelas2 ga sesuai uu kesehatan jo. Bw. Paling mungkin ya pake penyelundupan hukum, surogasi di luar negeri yg membolehkan, udah lahiran pindah ke sini.",0,0,0,0,in,1351634274,1.75E+18,mur1997qi,https://twitter.com/mur1997qi/status/1751907196294856961
Mon Jan 29 09:54:49 +0000 2024,1.75E+18,"Nah kan bisa buat rugi negara kok aturannya masih dipertahankan seharunya tolak pasal tembakau di RPP UU Kesehatan aja lah @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/g7E9CqJu9K",0,0,0,0,in,1.65E+18,1.75E+18,rayyanka321,https://twitter.com/rayyanka321/status/1751906735088943472
Mon Jan 29 09:53:36 +0000 2024,1.75E+18,"Pasal tembakau ini bahaya banget sih dampaknya bisa merugikan banyak sektor, Tolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/skloBL3Vs3",0,0,0,0,in,1.60E+18,1.75E+18,01Kingkings,https://twitter.com/01Kingkings/status/1751906430674931883
Mon Jan 29 09:52:32 +0000 2024,1.75E+18,"Semoga dengan pendapat para pengamat pemerintah bisa lebih cepat merevisi aturan ini, tolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/JpRjxG3CfI",0,0,0,0,in,1.74E+18,1.75E+18,pinkwinzz,https://twitter.com/pinkwinzz/status/1751906163481042982
Mon Jan 29 09:51:33 +0000 2024,1.75E+18,"Pengamat aja setuju klo aturan ini buat rugi, tolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/q3mH2G0hG1",0,0,0,0,in,1.74E+18,1.75E+18,asokahai,https://twitter.com/asokahai/status/1751905915765424134
Mon Jan 29 09:49:40 +0000 2024,1.75E+18,"hrsnya pemerintah mikirin lg sih, tembakau sendiri kan penting bagi masyarakat adat, masa dg adanya UU Kesehatan ini jadi hilang, seenggaknya bisa cari dg solusi #TolakPasalTembakauRPPKesehatan
@mohmahfudmd @Jokowi @Kemenkes_RI  https://t.co/NO3lPnXPMf",0,0,0,0,in,1.57E+18,1.75E+18,icarusta,https://twitter.com/icarusta/status/1751905442446582224
Mon Jan 29 09:49:17 +0000 2024,1.75E+18,"Apakah pemerintah bakal tolak pasal tembakau di RPP UU Kesehatan ketika negara udah rugi banyak @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI
#TolakPasalTembakauRPPKesehatan https://t.co/7JUrzK4qhi",0,0,0,0,in,1.74E+18,1.75E+18,grintitea,https://twitter.com/grintitea/status/1751905342626451721
Mon Jan 29 09:46:42 +0000 2024,1.75E+18,"prof @mohmahfudmd pun bilang kalau tembakau tuh ga boleh dihilangkan hny krn satu regulasi, nah soal RPP UU Kesehatan itu pdhl udh merugikan negara bgt kalau disahkan #TolakPasalTembakauRPPKesehatan
 @Jokowi @Kemenkes_RI  https://t.co/9q7mV9me22",0,0,0,0,in,484519055,1.75E+18,dolmareo,https://twitter.com/dolmareo/status/1751904694627451296
Mon Jan 29 09:42:08 +0000 2024,1.75E+18,"makanya aku nolak bgt sih RPP UU Kesehatan ini, tembakau udh sbg kehidupan masyarakat masa mau dihilangkan ya? pdhl kalau disahkan pun bisa merugikan negara juga #TolakPasalTembakauRPPKesehatan
@mohmahfudmd @Jokowi @Kemenkes_RI  https://t.co/RkPsICTnCL",0,0,0,0,in,1.64E+18,1.75E+18,doneflub,https://twitter.com/doneflub/status/1751903544217944207
Mon Jan 29 09:41:22 +0000 2024,1.75E+18,"Udah banyak menyuarakan untuk menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan
termasuk resiko2 merugi 52T ini juga, rakyat kecil gakbisa apa2, semoga segera ada solusinya dari @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI  https://t.co/5e0QB7hecp",0,0,0,0,in,1.61E+18,1.75E+18,hapekantor2018,https://twitter.com/hapekantor2018/status/1751903350701081070
Mon Jan 29 09:40:29 +0000 2024,1.75E+18,"kangen banget omg sama kamuu wkwk ku liat2 kemaren udh kyk ngeborong ya banyak bgt,yaampun sampe ketinggalan juga?😭 jaga kesehatan jgn lupa ya ce titip salam untuk Viana hehew lovv uu @A_FionyJKT48 #FionyMail",0,0,0,0,in,1.48E+18,1.75E+18,allyaaakk,https://twitter.com/allyaaakk/status/1751903127362802032
Mon Jan 29 09:37:39 +0000 2024,1.75E+18,"sampe prof mahmud aja tuh ya bakal berjuang sosl RPP UU Kesehatan ini, tembakau kan penting bagi masyarakat adat, hrsnya bisa dipertimbangkan lg bagi pemerintah #TolakPasalTembakauRPPKesehatan
@mohmahfudmd @Jokowi @Kemenkes_RI  https://t.co/Y7jJcvCvo7",0,0,0,0,in,1.60E+18,1.75E+18,etbcail,https://twitter.com/etbcail/status/1751902418257007029
Mon Jan 29 09:33:42 +0000 2024,1.75E+18,"Yang menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan
tuh gak cuma satu dua kalangan, ada petani, industri kreatif, ini bahkan penerimaan negara berkurang juga segini banyaknya @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI  https://t.co/lxS6YfDO5S",0,0,0,0,in,1.61E+18,1.75E+18,bamanah2018,https://twitter.com/bamanah2018/status/1751901423791649119
Mon Jan 29 09:30:46 +0000 2024,1.75E+18,"Penasaran nih sama nasib orang2 yg menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan
Dan digantung nasibnya sama @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI dari tahun lalu hehe https://t.co/Mgrtla6Lc0",0,0,0,0,in,1.61E+18,1.75E+18,ThelastThree00,https://twitter.com/ThelastThree00/status/1751900682268123530
Mon Jan 29 09:27:53 +0000 2024,1.75E+18,"Kalau dari pihak terkait gaada yang bisa mikirin solusi masyarakat yang menolak pasal tembakau di RPP UU Kesehatan, kan bisa tuh dibikin sayembara buat dipikirin sama2 #TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/HNVLqMeGAx",0,0,0,0,in,1.71E+18,1.75E+18,SeanovicSean,https://twitter.com/SeanovicSean/status/1751899960130605235
Mon Jan 29 09:27:44 +0000 2024,1.75E+18,"betul pak  @mohmahfudmd gak perlu ada yang dihilangkan, gimana nih?  @jokowi @kemenkes_RI justru harusnya diakui. Kami  menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan https://t.co/LmvM0fbymc",0,0,0,0,in,1862797632,1.75E+18,lintangfebr,https://twitter.com/lintangfebr/status/1751899919026360565
Mon Jan 29 09:25:40 +0000 2024,1.75E+18,"Dari banyaknya orang pinter berprestasi dan kreatif di Indonesia, aku yakin harusnya bisa banyak yang mikirin solusi masyarakat yang menolak pasal tembakau di RPP UU Kesehatan
 #TolakPasalTembakauRPPKesehatan
@Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/sNRJfBpgIS",0,0,0,0,in,1.60E+18,1.75E+18,Lollycat_Images,https://twitter.com/Lollycat_Images/status/1751899398941134874
Mon Jan 29 09:21:52 +0000 2024,1.75E+18,"Udah tahun 2024, Januari nya pun hampir habis, tapi persoalan menolak pasal tembakau di RPP UU Kesehatan
 #TolakPasalTembakauRPPKesehatan
Sampai hari ini belum ada titik terang? Gimana nih, mau buang sia2 52T? @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/8lKwp2xZN6",0,0,0,0,in,1.72E+18,1.75E+18,Krisnayant15954,https://twitter.com/Krisnayant15954/status/1751898445697392881
Mon Jan 29 09:19:23 +0000 2024,1.75E+18,UU Cipta Kerja membuka peluang komersialisasi pendidikan &amp  kesehatan. Makin mahal aja biaya pendidikan &amp  kesehatan... 😥  PKSMenang KerjaGampang https://t.co/DSSOEhDMot,0,0,0,0,in,59670979,1.75E+18,PKSCibitung,https://twitter.com/PKSCibitung/status/1751897818632241647
Mon Jan 29 09:18:15 +0000 2024,1.75E+18,"Menurutku, daripada persoalan menolak pasal tembakau di RPP UU Kesehatan
 #TolakPasalTembakauRPPKesehatan g kelar2. Kan di @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI banyak tuh orang pinter, cari deh solusi gmn biar 52T ni g sia2, mau diekspor/apa kek  https://t.co/sEKue1ZkzG",0,0,0,0,in,62486762,1.75E+18,Rani_Krisn,https://twitter.com/Rani_Krisn/status/1751897535768387968
Mon Jan 29 09:08:56 +0000 2024,1.75E+18,"dampak untuk tenaga kerja bisa sangat terancam pendapatan nya akibatnya sektor ekonomi jadi tidak stabil, fix menolak pasal tembakau di RPP UU Kesehatan  @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan  https://t.co/wp4EK9Qqpd",0,0,0,0,in,1.26E+18,1.75E+18,chiodru,https://twitter.com/chiodru/status/1751895189378281785
Mon Jan 29 07:55:35 +0000 2024,1.75E+18,karena di uu kesehatan secara implisit mengakui dan menghormati segala jenis identitas seksual dan gender,0,0,0,0,in,1.56E+18,1.75E+18,asgqard,https://twitter.com/asgqard/status/1751876729214562610
